/content/drive/MyDrive/FaceMaskDetection/dataset//dataset/train/image/0000000000df1fdf.jpg,84,60,116,101,with_mask
/content/drive/MyDrive/FaceMaskDetection/dataset//dataset/train/image/00000000046e677f.jpg,257,174,454,399,with_mask
/content/drive/MyDrive/FaceMaskDetection/dataset//dataset/train/image/0000000198feffff.jpg,246,68,283,120,with_mask
/content/drive/MyDrive/FaceMaskDetection/dataset//dataset/train/image/0000000198feffff.jpg,631,74,665,119,with_mask
/content/drive/MyDrive/FaceMaskDetection/dataset//dataset/train/image/0000000198feffff.jpg,184,100,198,156,with_mask
/content/drive/MyDrive/FaceMaskDetection/dataset//dataset/train/image/000000080e1e3e3e.jpg,200,84,281,155,without_mask
/content/drive/MyDrive/FaceMaskDetection/dataset//dataset/train/image/000000081a1e3f3f.jpg,221,83,282,162,with_mask
/content/drive/MyDrive/FaceMaskDetection/dataset//dataset/train/image/0000000bffffffff.jpg,229,209,272,265,mask_weared_incorrect
/content/drive/MyDrive/FaceMaskDetection/dataset//dataset/train/image/0000000bffffffff.jpg,513,215,544,256,without_mask
/content/drive/MyDrive/FaceMaskDetection/dataset//dataset/train/image/0000000c2703dfff.jpg,293,314,387,422,without_mask
/content/drive/MyDrive/FaceMaskDetection/dataset//dataset/train/image/0000000c2703dfff.jpg,455,336,541,469,without_mask
/content/drive/MyDrive/FaceMaskDetection/dataset//dataset/train/image/0000001c1d1fffff.jpg,51,28,154,172,with_mask
/content/drive/MyDrive/FaceMaskDetection/dataset//dataset/train/image/0000001c1efe7d7f.jpg,51,64,117,122,with_mask
/content/drive/MyDrive/FaceMaskDetection/dataset//dataset/train/image/0000003878f9cbff.jpg,322,234,387,297,with_mask
/content/drive/MyDrive/FaceMaskDetection/dataset//dataset/train/image/0000003878f9cbff.jpg,573,241,640,298,with_mask
/content/drive/MyDrive/FaceMaskDetection/dataset//dataset/train/image/0000003878f9cbff.jpg,796,251,872,311,with_mask
/content/drive/MyDrive/FaceMaskDetection/dataset//dataset/train/image/0000003e7f9cffff.jpg,40,281,417,743,with_mask
/content/drive/MyDrive/FaceMaskDetection/dataset//dataset/train/image/0000003f3d7d7f7f.jpg,3838,963,4162,1293,with_mask
/content/drive/MyDrive/FaceMaskDetection/dataset//dataset/train/image/0000003f3d7d7f7f.jpg,986,617,1205,917,with_mask
/content/drive/MyDrive/FaceMaskDetection/dataset//dataset/train/image/000000d0fbf30713.jpg,640,276,679,320,with_mask
